,GameKey,PlayerID,SeasonType,Season,GameDate,Week,Team,Opponent,HomeOrAway,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerGameID,ExtraPointsAttempted,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,InjuryStatus,TeamID,OpponentID,ScoreID
143,201811130,3253,1,2018,2018-11-15T20:20:00,11,SEA,GB,HOME,11,Sebastian Janikowski,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990251256,3.0,10.0,0.0,0.0,1.0,1.0,0.0,10.0,,30,12,16802
150,201811106,16236,1,2018,2018-11-18T20:20:00,11,CHI,MIN,HOME,1,Cody Parkey,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,K,990253648,0.0,11.0,0.0,0.0,1.0,2.0,0.0,11.0,,6,20,16804
151,201811132,19073,1,2018,2018-11-19T20:15:00,11,KC,LAR,AWAY,7,Harrison Butker,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,9.0,9.0,K,990253931,7.0,9.0,0.0,1.0,0.0,0.0,0.0,9.0,,16,32,16814
181,201811114,3258,1,2018,2018-11-18T13:00:00,11,IND,TEN,HOME,4,Adam Vinatieri,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,8.0,8.0,K,990251617,5.0,8.0,0.0,1.0,0.0,0.0,0.0,8.0,,14,34,16806
243,201811130,1694,1,2018,2018-11-15T20:20:00,11,GB,SEA,AWAY,2,Mason Crosby,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,K,990251253,3.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,,12,30,16802
261,201811106,13109,1,2018,2018-11-18T20:20:00,11,MIN,CHI,AWAY,5,Dan Bailey,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,K,990253616,0.0,6.0,0.0,0.0,2.0,0.0,0.0,6.0,,20,6,16804
292,201811123,16301,1,2018,2018-11-18T13:00:00,11,TB,NYG,AWAY,5,Cairo Santos,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,K,990252200,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,,33,23,16808
296,201811129,14996,1,2018,2018-11-18T16:05:00,11,DEN,LAC,AWAY,8,Brandon McManus,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,K,990252511,2.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,,10,29,16812
347,201811114,8750,1,2018,2018-11-18T13:00:00,11,TEN,IND,AWAY,4,Ryan Succop,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,K,990251619,1.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,,34,14,16806
394,201811103,13961,1,2018,2018-11-18T13:00:00,11,CIN,BAL,AWAY,4,Randy Bullock,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990251531,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,7,3,16810
402,201811135,14867,1,2018,2018-11-18T13:00:00,11,WAS,HOU,HOME,3,Dustin Hopkins,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990251978,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,Probable,35,13,16809
404,201811101,20466,1,2018,2018-11-18T16:05:00,11,ARI,LV,HOME,1,Matthew McCrane,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990253020,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,1,25,16811
479,201811115,16191,1,2018,2018-11-18T13:00:00,11,PIT,JAX,AWAY,9,Chris Boswell,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,K,990252093,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,28,15,16813
579,201811111,10333,1,2018,2018-11-18T13:00:00,11,CAR,DET,AWAY,9,Graham Gano,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,K,990251856,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,5,11,16805
641,201811122,19041,1,2018,2018-11-18T16:25:00,11,PHI,NO,AWAY,4,Jake Elliott,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,K,990253104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,26,22,16807
783,201811102,15758,1,2018,2018-11-18T13:00:00,11,ATL,DAL,HOME,4,Giorgio Tavecchio,K,ST,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990251765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,9,16803
842,201811111,17286,1,2018,2018-11-18T13:00:00,11,CAR,DET,AWAY,5,Michael Palardy,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990251911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,11,16805
1083,201811123,16644,1,2018,2018-11-18T13:00:00,11,TB,NYG,AWAY,7,Chandler Catanzaro,K,ST,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990252207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33,23,16808
1161,201811101,5714,1,2018,2018-11-18T16:05:00,11,ARI,LV,HOME,4,Phil Dawson,K,ST,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990252601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Out,1,25,16811
1369,201811106,17550,1,2018,2018-11-18T20:20:00,11,MIN,CHI,AWAY,6,Matt Wile,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990253673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20,6,16804
105,201811226,18645,1,2018,2018-11-25T13:00:00,12,NYG,PHI,AWAY,2,Aldrick Rosas,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,12.0,K,990255364,1.0,12.0,0.0,2.0,0.0,0.0,1.0,12.0,,23,26,16822
106,201811205,3253,1,2018,2018-11-25T13:00:00,12,SEA,CAR,AWAY,11,Sebastian Janikowski,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,12.0,K,990255401,3.0,12.0,0.0,0.0,3.0,0.0,0.0,12.0,,30,5,16824
131,201811203,14688,1,2018,2018-11-25T13:00:00,12,BAL,LV,HOME,9,Justin Tucker,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,10.0,10.0,K,990254877,4.0,11.0,0.0,1.0,0.0,1.0,0.0,11.0,,3,25,16825
135,201811213,18215,1,2018,2018-11-26T20:15:00,12,HOU,TEN,HOME,7,Ka'imi Fairbairn,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,10.0,10.0,K,990257324,4.0,12.0,0.0,0.0,0.0,2.0,0.0,12.0,,13,34,16829
154,201811210,16191,1,2018,2018-11-25T16:25:00,12,PIT,DEN,AWAY,9,Chris Boswell,K,ST,1,0,1.0,1.0,2.0,100.0,2.0,2.0,1.0,0.0,118.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,9.08,9.08,K,990255991,2.0,10.08,0.0,0.0,0.0,1.0,0.0,10.08,,28,10,16827
157,201811205,10333,1,2018,2018-11-25T13:00:00,12,CAR,SEA,HOME,9,Graham Gano,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990255407,3.0,9.0,0.0,2.0,0.0,0.0,0.0,9.0,,5,30,16824
159,201811224,2982,1,2018,2018-11-25T13:00:00,12,NE,NYJ,AWAY,3,Stephen Gostkowski,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990255183,3.0,9.0,0.0,0.0,2.0,0.0,0.0,9.0,,21,24,16821
161,201811224,17215,1,2018,2018-11-25T13:00:00,12,NYJ,NE,HOME,2,Jason Myers,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,9.0,K,990255252,1.0,9.0,0.0,0.0,1.0,0.0,1.0,9.0,,24,21,16821
162,201811226,19041,1,2018,2018-11-25T13:00:00,12,PHI,NYG,HOME,4,Jake Elliott,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,K,990255371,0.0,11.0,0.0,1.0,0.0,2.0,0.0,11.0,,26,23,16822
163,201811233,16301,1,2018,2018-11-25T13:00:00,12,TB,SF,HOME,5,Cairo Santos,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990255544,3.0,10.0,0.0,0.0,1.0,1.0,0.0,10.0,,33,31,16823
165,201811229,20144,1,2018,2018-11-25T16:05:00,12,LAC,ARI,HOME,4,Michael Badgley,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,9.0,9.0,K,990256694,6.0,9.0,0.0,0.0,1.0,0.0,0.0,9.0,,29,1,16826
166,201811214,3258,1,2018,2018-11-25T16:25:00,12,IND,MIA,HOME,4,Adam Vinatieri,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990256066,3.0,10.0,0.0,0.0,1.0,1.0,0.0,10.0,,14,19,16820
235,201811209,15854,1,2018,2018-11-22T16:30:00,12,DAL,WAS,HOME,2,Brett Maher,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,K,990254419,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,,9,35,16816
237,201811222,18478,1,2018,2018-11-22T20:20:00,12,NO,ATL,HOME,3,Wil Lutz,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,K,990254676,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,Questionable,22,2,16817
280,201811204,12594,1,2018,2018-11-25T13:00:00,12,BUF,JAX,HOME,4,Steven Hauschka,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,K,990254975,3.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,,4,15,16818
294,201811210,14996,1,2018,2018-11-25T16:25:00,12,DEN,PIT,HOME,8,Brandon McManus,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,K,990255981,3.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,,10,28,16827
296,201811214,20033,1,2018,2018-11-25T16:25:00,12,MIA,IND,AWAY,7,Jason Sanders,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,K,990256176,3.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,,19,14,16820
297,201811220,13109,1,2018,2018-11-25T20:20:00,12,MIN,GB,HOME,5,Dan Bailey,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,K,990257021,3.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,,20,12,16828
324,201811211,16236,1,2018,2018-11-22T12:30:00,12,CHI,DET,AWAY,1,Cody Parkey,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,K,990254207,2.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,,6,11,16815
329,201811209,14867,1,2018,2018-11-22T16:30:00,12,WAS,DAL,AWAY,3,Dustin Hopkins,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,K,990254410,3.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,,35,9,16816
331,201811222,3388,1,2018,2018-11-22T20:20:00,12,ATL,NO,AWAY,3,Matt Bryant,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,K,990254601,2.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,,2,22,16817
339,201811207,20325,1,2018,2018-11-25T13:00:00,12,CLE,CIN,AWAY,17,Greg Joseph,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,K,990255179,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,,8,7,16819
